#,Background,Stance,Mango Color,Eyes,Mouth,Costume,Costume Color,Hat,Weapon 1,Weapon 2,Weapon 3,Affinity,Special Edition
mh0,Lime Green,Floating,Orange,Unknown,Unknown,Hockey Mask,White/Blood,None,None,None,None,Hero,Travis D
mh5115,Bonsai,Fighting,Red,Intense,Shogun,Shogun,White,Shogun,Wakizashi & Tanto,Bow,None,Hero,None
mh5116,Evening,Fun,Red,Jester,Mask Purple,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh5117,Stars,Fun,Normal,Happy,Woozy,Space Suit,Yellow,None,None,None,None,Hero,None
mh5118,Grey White,Fighting,Sunrise,Happy,uwu,Grease,Blue,None,None,None,None,Hero,None
mh5119,Pink White,Fun,Normal,Piercing,Mustache 2,Trunks,Black,None,None,None,None,Hero,None
mh5120,Purple Center,Fun,Pink,Piercing Worn,Jester Purple,Biz,Tan,None,None,None,None,Hero,None
mh5121,Barrel White,Fun,Blue,Surprise,Jester Purple,Special Agent N,Pink,None,Mango MPK,None,None,Hero,None
mh5122,Pink White,Fun,Normal,Intense,Sinister,Trunks,Red,None,None,None,None,Hero,None
mh5123,Sakura,Fun,Pink,Surprise,Cig,Damasi,Yellow,None,None,None,None,Hero,None
mh5124,Orange Center,Fun,Blue,Angry 2,Full Metal,Caliburn Combat,Red,None,None,None,None,Hero,None
mh5125,Teal Black,Fun,Purple,Pixelshades,Fright,FFF,Purple,Cap,None,None,None,Hero,FFF
mh5126,Purple Center,Fun,Pink,Joy,Jester Purple,Biz,Tan,None,None,None,None,Hero,None
mh5127,TBT Radial,Fun,Red,Heart,Buck,Kaiju Shirt,Red,Magician,Wand,None,None,Hero,Kaiju
mh5128,Mango Island,Fun,Pink,Resent,Whiskers,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh5129,Blue Center Light,Fun,Normal,Piercing Worn,Plumber,School,Blue,None,None,None,None,Hero,None
mh5130,Turquoise Center,Fun,Pink,Alien White,Wheat,Mangonaut,White,None,None,None,None,Hero,None
mh5131,Evening,Fun,Red,Wink 2,Lip,Wasteland,Yellow,None,MPAS-12,None,None,Hero,None
mh5132,Stars,Fun,Sunrise,Sinister,Yum,Space Suit,Red,None,None,None,None,Hero,None
mh5133,Turquoise Center,Fun,Pink,Intense,Whiskers,Mangonaut,White,None,None,None,None,Hero,None
mh5134,TBT Radial,Fun,Red,Swimmer,Knife,Sweater,Pink,None,None,None,Knife,Hero,None
mh5135,Green Mangos,Fun,Pink,Resent,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh5136,Planets,Fun,Purple,Money,Triumph,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5137,Sky 2,Fun,Normal,Plead 2,Full Metal,Swimmer,Red,Swimmer,None,None,None,Hero,None
mh5138,Barrel Red,Fun,Red,Sinister,Twig,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh5139,Pink White,Fun,Red,Focused Red,Plumber,Trunks,Purple,None,None,None,None,Hero,None
mh5140,Blue Yellow,Fun,Sunrise,Surprise,Clench 1,Jester,Purple,None,None,None,None,Hero,None
mh5141,Teal Black,Fun,Green,Piercing,Leaf,Kaiju Shirt,Red,Mariachi,Maraca,None,None,Hero,Kaiju
mh5142,TBT,Fun,Purple,Scared,Wheat,Shirt,Blue,None,None,None,None,Hero,None
mh5143,Orange Center,Fun,Blue,Glasses,Full Metal,Caliburn Combat,Pink,None,None,None,None,Hero,None
mh5144,Sky 2,Fun,Normal,Piercing,Cig,Swimmer,Red,Swimmer,None,None,None,Hero,None
mh5145,Purple Grey,Fun,Blue,Happy,Cupid,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh5146,Sky 1,Fun,Red,Goggles,Clench 1,Mango Radio,Purple,None,None,None,None,Hero,None
mh5147,Fallen,Fun,Pink,Goggles,Buck,Ghoul,Black,None,Rinkaku Red,None,None,Hero,None
mh5148,Purple Grey,Fun,Purple,Cobra,Cig,Ghoul,Purple,None,Rinkaku Black,None,None,Hero,None
mh5149,Red Cornered,Fun,Blue,Intense Worn,Lower,Agent G,Purple,None,Mango MPK,Pencil,None,Hero,None
mh5150,Sky 1,Fun,Pink,Goggles,Jester Purple,Mango Radio,Red,None,None,None,None,Hero,None
mh5151,Sky 2,Fun,Normal,Angry 2,Fright,Swimmer,Orange,Swimmer,None,None,None,Hero,None
mh5152,Cornered Purple,Fun,Purple,Spectacles Angry,Ghoulish,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh5153,Sakura,Fun,Green,Sinister,Clench 1,Damasi,White,None,None,None,None,Hero,None
mh5154,Sky 2,Fun,Normal,Calm,Full Metal,Swimmer,Pink,Swimmer,None,None,None,Hero,None
mh5155,Purple Center,Fun,Purple,Jester,Buck,Biz,Tan,None,None,None,None,Hero,None
mh5156,Turquoise Center,Fun,Sunrise,Sinister,Mask Yellow,Mangonaut,Yellow,None,None,None,None,Hero,None
mh5157,Sun,Fun,Normal,Yikes,Jester Red,Chad,White,None,Jo,None,None,Hero,None
mh5158,Pink Black,Fun,Green,Skeptic,Mustache,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh5159,Stars,Fun,Pink,Intense Worn,Pout,Space Suit,Red,None,None,None,None,Hero,None
mh5160,Teal Black,Fun,Red,Focused Red,Happy,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh5161,Purple Center,Fun,Red,Jester,Lip,Biz,Tan,None,None,None,None,Hero,None
mh5162,Green Black,Fun,Normal,Glasses,Sinister,Guerrilla,Yellow,None,AM-47,None,None,Hero,None
mh5163,Mushroom,Fun,Normal,Plead 1,Full Metal,Plumber,Black,Plumber,None,None,None,Hero,None
mh5164,Red Cornered,Fun,Red,Intense Worn,Jester Red,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh5165,Grey White,Fighting,Green,Wink,Yum,Grease,Blue,Cowboy,None,None,None,Hero,None
mh5166,Sea,Fun,Purple,Intense Worn,Happy,Rockstar,Black,None,None,None,None,Hero,None
mh5167,Evening,Fun,Red,Scar Right,Leaf,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh5168,Barrel Red,Fun,Normal,Angry 2,Ghoulish,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh5169,Planets,Fun,Purple,Surprise,Cig,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5170,Blue Yellow,Fun,Sunrise,Surprise,Fright,Jester,Blue,None,None,None,None,Hero,None
mh5171,Dojo Light,Fighting,Blue,Angry,Shinobi,Shinobi,Blue,None,Katana,Shuriken,None,Hero,None
mh5172,Sky 2,Fun,Red,Patch,Buck,Swimmer,Blue,Swimmer,None,None,None,Hero,None
mh5173,Sun,Fun,Purple,Intense Worn,Cig,Chad,White,None,Jo,None,None,Hero,None
mh5174,Orange Center,Fun,Purple,Goggles,Sinister,Caliburn Combat,Yellow,None,None,None,None,Hero,None
mh5175,Blue Yellow,Fun,Green,Intense,Cupid,Jester,Purple,None,None,None,None,Hero,None
mh5176,Stars,Fun,Normal,Focused Black,Yum,Space Suit,Black,None,None,None,None,Hero,None
mh5177,Green Black,Fun,Normal,Yikes,Leaf,Guerrilla,Black,None,AM-47,None,None,Hero,None
mh5178,Blue Yellow,Fun,Pink,Piercing Worn,Whiskers,Jester,Purple,None,None,None,None,Hero,None
mh5179,Sunset,Fun,Normal,Piercing Worn,Jester Red,Mangoball,Orange,None,Mangoball,None,None,Hero,None
mh5180,Blue Yellow,Fun,Purple,Focused Red,Mustache 2,Jester,Pink,None,None,None,None,Hero,None
mh5181,Sakura,Fun,Sunrise,Sinister,Buck,Damasi,White,None,None,None,None,Hero,None
mh5182,Purple Grey,Fun,Blue,Pixelshades,Cigar,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh5183,Purple Center,Fun,Blue,Alien White,Holler,Biz,Tan,None,None,None,None,Hero,None
mh5184,Turquoise Center,Fun,Blue,Sinister,Cigar,Mangonaut,White,None,None,None,None,Hero,None
mh5185,Sea,Fun,Purple,Resent,Goatee,Rockstar,Black,None,None,None,None,Hero,None
mh5186,Red Center Dark,Fighting,Red,Calm,Smirk,Mango Ranger,Red,None,None,None,None,Hero,None
mh5187,Pink White,Fun,Pink,Resent,Zipped,Trunks,Black,None,None,None,None,Hero,None
mh5188,Gold,Fighting,Green,Plead 1,Whistle,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh5189,Bonsai,Fighting,Normal,Intense,Shogun,Shogun,Pink,Shogun,Wakizashi & Tanto,Bow,None,Hero,None
mh5190,Rising Sun,Fun,Blue,Ghoulish,Clench 1,Ronin,Tan,None,Katana,None,None,Hero,None
mh5191,Grey Red,Fun,Purple,Ghoulish,Lower,23,Red,None,Mango Mentality,None,None,Hero,None
mh5192,Red Cornered,Fun,Pink,Angry 2,Cig,Agent A,Yellow,None,Mango MPK,Pencil,None,Hero,None
mh5193,Planets,Fun,Pink,Plead 2,Wheat,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5194,Gray White,Fighting,Green,Skeptic,Tasty,Grease,Blue,Mariachi,Maraca,None,None,Hero,None
mh5195,Red Cornered,Fun,Sunrise,Focused Red,Whiskers,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh5196,Dojo Light,Fighting,Red,Angry,Shinobi,Shinobi,Green,None,Katana,Shuriken,None,Hero,None
mh5197,Tangelo,Fighting,Blue,Patch,Woozy,Viking,Brown,Viking,Shield,None,None,Hero,None
mh5198,Cornered Purple,Fun,Blue,Alien White,Cigar,Alchemist,Green,None,Otomeiru,None,None,Hero,None
mh5199,Sakura,Fun,Purple,Focused Red,Plumber,Damasi,Black,None,None,None,None,Hero,None
mh5200,Cornered Purple,Fun,Blue,Resent,Cig,Alchemist,Pink,None,Otomeiru,None,None,Hero,None
mh5201,Peach Center,Fun,Red,Ghoulish,Frown,Cape,Green,None,None,None,None,Hero,None
mh5202,Barrel White,Fun,Sunrise,Piercing,Jester Red,Special Agent N,Pink,None,Mango MPK,None,None,Hero,None
mh5203,Blue Center Light,Fun,Normal,Spectacles Angry,Pucker,School,Blue,None,None,None,None,Hero,None
mh5204,Sun,Fun,Normal,Piercing,Whiskers,Chad,White,None,Jo,None,None,Hero,None
mh5205,Mushroom,Fun,Pink,Calm,Smooch,Plumber,Yellow,Plumber,None,None,None,Hero,None
mh5206,Pink Black,Fun,Red,Plead 2,Ghoulish,Cope,Black,Magician,Wand,None,None,Hero,Cope
mh5207,Ocean 1,Fun,Blue,Calm,Pucker,Boxer,Orange,None,Gloves,None,None,Hero,None
mh5208,Blue Bubble,Fun,Sunrise,Plead 1,Triumph,Tiger,Orange,Mariachi,Maraca,None,None,Hero,None
mh5209,Blue Center Light,Fun,Normal,Intense,Leaf,School,Blue,None,None,None,None,Hero,None
mh5210,Sun,Fun,Normal,Piercing Worn,Clench 1,Chad,White,None,Jo,None,None,Hero,None
mh5211,Teal Black,Fun,Pink,Alien White,Cig,Cope,Black,Mariachi,Maraca,None,None,Hero,Cope
mh5212,Sakura,Fun,Sunrise,Piercing,Sinister,Damasi,Black,None,None,None,None,Hero,None
mh5213,Grey White,Fighting,Green,Shock,Surgical,Grease,Blue,Cap,None,None,None,Hero,None
mh5214,Sunset,Fun,Normal,Intense,Joint,Mangoball,Purple,None,Mangoball,None,None,Hero,None
mh5215,Sky 1,Fun,Normal,Worry,Lower,Mango Radio,Yellow,None,None,None,None,Hero,None
mh5216,Teal Black,Fun,Purple,Worry,Triumph,Kaiju Shirt,Red,Mariachi,Maraca,None,None,Hero,Kaiju
mh5217,Dojo Light,Fighting,Green,Angry,Shinobi,Shinobi,Yellow,None,Katana,Shuriken,None,Hero,None
mh5218,Teal Black,Fun,Red,Cute,Zipped,Diaper,White,None,None,None,None,Hero,None
mh5219,Planets,Fun,Sunrise,Scared,Jester Red,Space Wrangler,Red,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5220,TBT Radial,Fun,Pink,Focused Red,Wheat,Slime Shirt,Pink,Mariachi,Maraca,None,None,Hero,None
mh5221,Tangelo,Fighting,Blue,Shades,Clench 2,Viking,Brown,Viking,Shield,None,None,Hero,None
mh5222,Ocean 3,Fighting,Green,Concentrate,Zipped,Straw Hat,Pink,Straw Hat,None,None,None,Hero,None
mh5223,Evening,Fun,Sunrise,Jester,Jester Purple,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh5224,Blue Center Light,Fun,Normal,Surprise,Cheese,School,Blue,None,None,None,None,Hero,None
mh5225,Mango Island,Fun,Normal,Focused Black,Cigar,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh5226,Toxic,Fighting,Red,Angry,Cheeky,Mango Ranger,Green,None,None,None,None,Hero,None
mh5227,Ocean 1,Fun,Purple,Pixelshades,Plumber,Boxer,Black,None,Gloves,None,None,Hero,None
mh5228,Sea,Fun,Red,Eager,Cigar 2,Rockstar,Black,None,None,None,None,Hero,None
mh5229,Ocean 1,Fighting,Sunrise,Heart,Smile,Straw Hat,Yellow,Straw Hat,None,None,None,Hero,None
mh5230,Orange Center,Fun,Red,Fire,Buck,Caliburn Combat,Black,None,None,None,None,Hero,None
mh5231,Purple Center,Fun,Red,Piercing,Full Metal,Biz,Tan,None,None,None,None,Hero,None
mh5232,Teal Black,Fun,Purple,Intense Worn,Woozy,Slime Shirt,Pink,None,None,None,None,Hero,None
mh5233,Red Center Dark,Fighting,Blue,Concentrate,Lips,Mango Ranger,Red,None,None,None,None,Hero,None
mh5234,Grey White,Fun,Red,Worry 2,Cigar,Grease,Blue,None,None,None,None,Hero,None
mh5235,Peach Center,Fun,Green,Focused Red,Surgical,Cape,Red,None,None,None,None,Hero,None
mh5236,Red Cornered,Fun,Pink,Angry 2,Jester Red,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh5237,Rising Sun,Fun,Red,Intense Worn,Jester Red,Ronin,Pink,None,Katana,None,None,Hero,None
mh5238,Brown Grey,Fun,Pink,Alien White,Leaf,Furutsu,Black,None,None,None,None,Hero,None
mh5239,Sakura,Fun,Blue,Angry 2,Leaf,Damasi,Yellow,None,None,None,None,Hero,None
mh5240,TBT,Fun,Blue,Plead 2,Pucker,Slime Shirt,Pink,Magician,Wand,None,None,Hero,None
mh5241,Barrel Red,Fun,Green,Heart,Cigar,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh5242,Turquoise Center,Fun,Pink,Angry 1,Plumber,Mangonaut,White,None,None,None,None,Hero,None
mh5243,Grey White,Fighting,Blue,Star,Pout,Grease,Blue,None,None,None,None,Hero,None
mh5244,Ocean 1,Fun,Green,Wink 2,Clench 1,Boxer,Orange,None,Gloves,None,None,Hero,None
mh5245,Planets,Fun,Blue,Piercing,Mask Purple,Space Wrangler,Purple,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5246,Sunset,Fun,Normal,Jester,Leaf,Mangoball,Green,None,Mangoball,None,None,Hero,None
mh5247,Teal Black,Fun,Purple,Piercing,Pout,Cope,Black,None,None,None,None,Hero,Cope
mh5248,Sunset,Fun,Normal,Focused Red,Sinister,9000,Yellow,None,Mangoball,9000,None,Hero,None
mh5249,Blue Bubble,Fun,Pink,Envy,Buck,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh5250,Mangi Island,Fun,Green,Tired,Ghoulish,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh5251,Cornered Purple,Fun,Sunrise,Focused Red,Jester Red,Alchemist,Black,None,Otomeiru,None,None,Hero,None
mh5252,Sky 1,Fun,Normal,Heart,Leaf,Mango Radio,Green,None,None,None,None,Hero,None
mh5253,Cornered Purple,Fun,Purple,Alien Red,Full Metal,Alchemist,Yellow,None,Otomeiru,None,None,Hero,None
mh5254,Mushroom,Fun,Green,Scared,Full Metal,Plumber,Red,Plumber,None,None,None,Hero,None
mh5255,Gray White,Fighting,Red,Angry,Zipped,Grease,Blue,None,None,None,None,Hero,None
mh5256,Peach Center,Fun,Purple,Concentrate,Happy,Cape,Red,None,None,None,None,Hero,None
mh5257,Mushroom,Fun,Sunrise,Surprise,Leaf,Plumber,Red,Plumber,None,None,None,Hero,None
mh5258,Planets,Fun,Red,Piercing,Cigar,Space Wrangler,Pink,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5259,TBT,Fun,Pink,Resent,Yum,FFF,Purple,None,None,None,None,Hero,FFF
mh5260,Red Cornered,Fun,Red,Focused Red,Leaf,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh5261,Ocean 1,Fun,Red,Glasses,Lip,Boxer,Orange,None,Gloves,None,None,Hero,None
mh5262,Green Black,Fun,Normal,Goggles,Jester Purple,Mercenary,Black,None,AM-47,None,None,Hero,None
mh5263,Cornered Purple,Fun,Red,Ghoulish,Leaf,Alchemist,Blue,None,Otomeiru,None,None,Hero,None
mh5264,Sun,Fun,None,Concentrate,Wheat,Chad,White,None,Jo,None,None,Hero,None
mh5265,Rising Sun,Fun,Pink,Ghoulish,Lip,Ronin,Purple,None,Katana,None,None,Hero,None
mh5266,Stars,Fun,Sunrise,Surprise,Gum,Space Suit,Red,None,None,None,None,Hero,None
mh5267,Barrel Red,Fun,Pink,Glasses,Wheat,Special Agent M,White,None,Mango MPK,None,None,Hero,None
mh5268,Green Bubble,Fun,Pink,Shock,Triumph,Puffy,Blue,Magician,Wand,None,None,Hero,None
mh5269,Teal Black,Fun,Sunrise,Intense Worn,Respirator 2,FFF,Purple,None,None,None,None,Hero,FFF
mh5270,Purple Grey,Fun,Red,Angry 1,Leaf,Ghoul,Black,None,Rinkaku Red,None,None,Hero,None
mh5271,Planets,Fun,Sunrise,Scar Left,Plumber,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5272,Peach Center,Fun,Red,Ghoulish,uwu,Cape,Green,None,None,None,None,Hero,None
mh5273,Planets,Fun,Purple,Glasses,Jester Red,Space Wrangler,Pink,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5274,MAngo Island,Fun,Red,Ghoulish,Buck,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh5275,Sky 1,Fun,Red,Tired,Buck,Mango Radio,Blue,None,None,None,None,Hero,None
mh5276,Cornered Purple,Fun,Purple,Angry 3,Leaf,Alchemist,Pink,None,Otomeiru,None,None,Hero,None
mh5277,Planets,Fun,Sunrise,Sinister,Mustache 2,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5278,Green Mangos,Fun,Red,Spectacles Angry,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh5279,Green Mangos,Fun,Blue,Worry,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh5280,Sea,Fun,Purple,Normal,Zipped,Rockstar,Black,None,None,None,None,Hero,None
mh5281,Teal Black,Fun,Normal,Joy,Tongue,Slime Shirt,Pink,None,None,None,None,Hero,None
mh5282,TBT Radial,Fun,Blue,Joy,Whistle,Slime Shirt,Pink,None,None,None,None,Hero,None
mh5283,Blue Yellow,Fun,Purple,Angry 3,Wheat,Jester,Yellow,None,None,None,None,Hero,None
mh5284,Gold,Fighting,Purple,Pixelshades,Woozy,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh5285,Peach Center,Fun,Pink,Skeptic,Tongue,Cape,Blue,None,None,None,None,Hero,None
mh5286,Tangelo,Fighting,Normal,Pixelshades,Smile,Viking,Brown,Viking,Shield,None,None,Hero,None
mh5287,TBT Radial,Fun,Sunrise,Eager,Lower,Slime Shirt,Pink,Mariachi,Maraca,None,None,Hero,None
mh5288,Mushroom,Fun,Red,Scared,Jester Red,Plumber,Red,Plumber,None,None,None,Hero,None
mh5289,Pink White,Fun,Normal,Cute,Whiskers,Trunks,Blue,None,None,None,None,Hero,None
mh5290,Barrel White,Fun,Red,Joy,Plumber,Special Agent M,Black,None,Mango MPK,None,None,Hero,None
mh5291,Blue Yellow,Fun,Pink,Eager,Eager,Jester,Black,None,None,None,None,Hero,None
mh5292,Blue Center Light,Fun,Normal,Cute,Fright,School,Blue,None,None,None,None,Hero,None
mh5293,Banana,Fun,Purple,Ghoulish,Fright,24,Yellow,None,Mango Mentality,None,None,Hero,None
mh5294,Stars,Fun,Green,Piercing Worn,Smirk,Space Suit,Blue,None,None,None,None,Hero,None
mh5295,Stars,Fun,Red,Resent,Gum,Space Suit,Red,None,None,None,None,Hero,None
mh5296,Orange Center,Fun,Purple,Glasses,Cigar,Caliburn Combat,Blue,None,None,None,None,Hero,None
mh5297,Stars,Fun,Pink,Focused Red,Yum,Space Suit,Blue,None,None,None,None,Hero,None
mh5298,Turquoise Center,Fun,Sunrise,Yikes,Clench 1,Mangonaut,Green,None,None,None,None,Hero,None
mh5299,Sunset,Fun,Blue,Focused Black,Cheese,Mangoball,Black,None,Mangoball,None,None,Hero,None
mh5300,Sun,Fun,Sunrise,Calm,Cigar 2,Chad,White,None,Jo,None,None,Hero,None
mh5301,Purple Grey,Fun,Purple,Alien White,Buck,Ghoul,Black,None,Rinkaku Red,None,None,Hero,None
mh5302,Evening,Fun,Normal,Jester,Cigar,Wasteland,Green,None,MPAS-12,None,None,Hero,None
mh5303,Rising Sun,Fun,Green,Scar Right,Full Metal,Ronin,Tan,None,Katana,None,None,Hero,None
mh5304,Teal Black,Fun,Sunrise,Yikes,Fright,Diaper,White,Mariachi,Maraca,None,None,Hero,None
mh5305,Red Cornered,Fun,Red,Intense,Triumph,Agent A,Yellow,None,Mango MPK,Pencil,None,Hero,None
mh5306,Turquoise Center,Fun,Red,Ded,Clench 1,Mangonaut,Red,None,None,None,None,Hero,None
mh5307,TBT,Fun,Purple,Skeptic,Clench 3,FFF,Purple,Magician,Wand,None,None,Hero,FFF
mh5308,Evening,Fun,Red,Alien White,Leaf,Wasteland,Red,None,MPAS-12,None,None,Hero,None
mh5309,Orange Center,Fun,Purple,Happy,Fright,Caliburn Combat,Blue,None,None,None,None,Hero,None
mh5310,Peach Center,Fun,Purple,Piercing,Joint,Cape,Green,None,None,None,None,Hero,None
mh5311,Sea,Fun,Red,Sinister,Cheese,Rockstar,Black,None,None,None,None,Hero,None
mh5312,Tangelo,Fighting,Purple,Money,Yell,Viking,Brown,Viking,Shield,None,None,Hero,None
mh5313,Dojo Light,Fighting,Red,Angry,Shinobi,Shinobi,Yellow,None,Katana,Shuriken,None,Hero,None
mh5314,Pink Orange,Fun,Purple,Pixelshades,Mask Yellow,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh5315,Mushroom,Fun,Blue,Scared,Lower,Plumber,Red,Plumber,None,None,None,Hero,None
mh5316,Green Black,Fun,Normal,Scar Left,Fright,Mercenary,Black,None,AM-47,None,None,Hero,None
mh5317,Purple Blue,Fun,Sunrise,Cobra,Whiskers,24,Yellow,None,Mango Mentality,None,None,Hero,None
mh5318,Cornered Purple,Fun,Red,Focused Red,Fright,Alchemist,Yellow,None,Otomeiru,None,None,Hero,None
mh5319,Planets,Fun,Pink,Sinister,Fright,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh5320,Pink Bubble,Fun,Purple,Stunned,Mustache 2,Sweater,Pink,None,None,None,None,Hero,None
mh5321,Sakura,Fun,Pink,Cyclops,Leaf,Damasi,White,None,None,None,None,Hero,None
mh5322,Mushroom,Fun,Normal,Plead 2,Plumber,Plumber,Red,Plumber,None,None,None,Hero,None
mh5323,Teal Black,Fun,Red,Scared,Twig,FFF,Purple,Mariachi,Maraca,None,None,Hero,FFF
mh5324,Peach Center,Fun,Blue,Focused Red,uwu,Cape,Red,None,None,None,None,Hero,None
mh5325,Cornered Purple,Fun,Blue,Tired,Clench 1,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh5326,Sea,Fun,Sunrise,Sinister,Frown,Rockstar,Black,None,None,None,None,Hero,None
mh5327,Turquoise Center,Fun,Sunrise,Tired,Fright,Mangonaut,White,None,None,None,None,Hero,None
mh5328,Pink Center,Fighting,Pink,Worry 2,Cheeky,Mango Ranger,Pink,None,None,None,None,Hero,None
mh5329,Orange Center,Fun,Pink,Goggles,Jester Red,Caliburn Combat,Green,None,None,None,None,Hero,None
mh5330,Barrel White,Fun,Green,Glasses,Eager,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh5331,Ocean 3,Fighting,Blue,Enlightened,Uwu,Straw Hat,Yellow,Straw Hat,None,None,None,Hero,None
mh5332,Purple Grey,Fun,Purple,Worry,Full Metal,Ghoul,Black,None,Rinkaku Red,None,None,Hero,None
mh5333,Mango Island,Fun,Purple,Mask,Uwu,Mango Man,Green,None,None,None,None,Hero,None
mh5334,Teal Black,Fun,Green,Surprise,Cheese,FFF,Purple,None,None,None,None,Hero,FFF
mh5335,Mushroom,Fun,Red,Intense Worn,Cig,Plumber,Red,Plumber,None,None,None,Hero,None
mh5336,Mushroom,Fun,Normal,Plead 1,Triumph,Plumber,Yellow,Plumber,None,None,None,Hero,None
mh5337,Planets,Fun,Sunrise,Skeptic,Knife,Space Wrangler,Black,Space Wrangler,Mango-45,Mango Ray,Knife,Hero,None
mh5338,Red Center Dark,Fighting,Green,Worry 2,uwu,Mango Ranger,Red,None,None,None,None,Hero,None
mh5339,Stars,Fun,Pink,Resent,Gum,Space Suit,Red,None,None,None,None,Hero,None
mh5340,Blue Center Dark,Fighting,Pink,Angry,Surgical,Mango Ranger,Blue,None,None,None,None,Hero,None
mh5341,Turquoise Center,Fun,Sunrise,Alien White,Buck,Mangonaut,Pink,None,None,None,None,Hero,None
mh5342,Rising Sun,Fun,Red,Sinister,Whiskers,Ronin,Tan,None,Katana,None,None,Hero,None
mh5343,Sunrise,Fun,Normal,Cute,Jester Red,Mangoball,Green,None,Mangoball,None,None,Hero,None
mh5344,Green Black,Fun,Normal,Alien White,Clench 1,Guerrilla,Black,None,AM-47,None,None,Hero,None
mh5345,Stars,Fun,Pink,Sinister,Zipped,Space Suit,Red,None,None,None,None,Hero,None
mh5346,Peach Center,Fun,Red,Tired,Joint,Cape,Green,None,None,None,None,Hero,None
mh5347,TBT,Fun,Sunrise,Surprise,Respirator 1,Cope,Black,None,None,None,None,Hero,Cope
mh5348,Evening,Fun,Normal,Resent,Cigar 2,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh5349,Pink Orange,Fun,Red,Wink,Leaf,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh5350,Stars,Fun,Red,Sinister,Frown,Space Suit,Red,None,None,None,None,Hero,None
mh5351,Purple Grey,Fun,Blue,Wink 2,Buck,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh5352,Teal Black,Fun,Red,Joy,Smooch,FFF,Purple,None,None,None,None,Hero,FFF
mh5353,Sea,Fun,Blue,Piercing,Smirk,Rockstar,Black,None,None,None,None,Hero,None
mh5354,Sky 2,Fun,Red,Angry 3,Buck,Swimmer,Red,Swimmer,None,None,None,Hero,None
mh5355,Cornered Purple,Fun,Red,Intense Worn,Sinister,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh5356,Tangelo,Fighting,Red,Concentrate,uwu,Viking,Brown,Viking,Shield,None,None,Hero,None
mh5357,Peach Center,Fun,Sunrise,Ghoulish,Smirk,Cape,Red,None,None,None,None,Hero,None
mh5358,Ocean 1,Fun,Purple,Ghoulish,Sinister,Boxer,Orange,None,Gloves,None,None,Hero,None
mh5359,Evening,Fun,Pink,Sinister,Full Metal,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh5360,Mango Island,Fun,Red,Mask,Holler,Mango Man,Green,None,None,None,None,Hero,None
mh5361,Cornered Purple,Fun,Red,Intense Worn,Lip,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh5362,TBT,Fun,Green,Intense Worn,Whistle,Slime Shirt,Pink,Pirate,Hook,None,None,Hero,None
